AlertStatus|score|alert_date|Message Text
Blocked|100|42664|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXSher Match Industries (PVT.) LimitedC-99, K.D.A. Scheme No.1, KarachiPAKISTAN:59:/XXXXXXXXXXX1/EP-MNT2/Tehran Province, Tehran, Andarzgoo Blvd3/IR/Iran:71A:XXX-}
Blocked|100|42699|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXVTB Leasing Open Joint-Stock CompanyVladimirsky prospect, 23, liter ARussia:59:/XXXXXXXXXXXYK-ATDBeirut Rd, DamascusSyria:71A:XXX-}
Blocked|100|41845|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Asian Ways Limited2/Mazandaran Province3/IR/Iran:59:/XXXXXXXXXXX1/Ra Nam 22/Hamhung, South Hamgyong3/KP/North Korea:71A:XXX-}
Blocked|100|42655|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Pioneer Energy Industries Company2/khayyam street3/IR/Iran:59:/XXXXXXXXXXX1/Hadi Shipping Company Limited2/Mazandaran Province3/IR/Iran:71A:XXX-}
Blocked|100|42832|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXGazprombank OAOKunaeva str. 29/1, Diplomat business centerRussia:59:/XXXXXXXXXXX1/Shahed Company2/Tehran Province, Tehran, District 3, Seoul St3/IR/Iran:71A:XXX-}
Blocked|100|29/08/2016 12:43|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXEMIRATES NATIONAL OIL COMPANY(SINGAPORE) PRIVATE LIMITED3 TEMASEK AVENUE CENTENNIAL TOWER 24-02 SINGAPORE 039190:56A:XXXXXXXXXXX:57A:XXXXXXXXXXX:59:/XXXXXXXXXXXESSAR ENERGY OVERSEAS LIMITEDESSAR HOUSE, 10 FRERE FELIX DEVALOIS STREETPORT LOUIS, MAURITIUS:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|42010|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/A A Trading FZCO2/King Salman Bin Abdulaziz Al Saud St - Dubai3/AE/United Arab Emirates:59:/XXXXXXXXXXXEP-MNQMazandaran ProvinceIran:71A:XXX-}
Blocked|100|42747|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Iran Communication Industries2/Tehran Province, Tehran, Andarzgoo Blvd3/IR/Iran:59:/XXXXXXXXXXXAgrokredit-Inform, AOL2-B095, Deira City Centre - DubaiUnited Arab Emirates:71A:XXX-}
Blocked|100|42320.66389|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXX1/SYRIAN ISLAMIC INSURANCE COMPANY2/ABOU REMANEH2/BLDG 3/34783/SY/DAMASCUS,SYRIA:52A:XXXXXXXXXXX:59:/XXXXXXXXXXXTOKIO MARINE RE TAKAFUL PTE LTDSINGAPORE:70:XXXXXXXXXXX:71A:XXX-}
Blocked|90|26/05/2014 13:45|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:50K:/XXXXXXXXXXXJOHAN GARDINHAMMARLOTTEN 19179 96  SVARTSJO:59:/XXXXXXXXXXXJosephine Gardin.:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|42251|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXPeople's Revolutionary Party Of Kangleipak (PREPAK)khayyam streetIran:59:/XXXXXXXXXXX1/Mehran Shipping Company Limited2/42 Protaras Road, Protaras 52963/CY/Cyprus:71A:XXX-}
Blocked|100|14/07/2016 19:33|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMSK REACTOR SDN BHDW505 WEST WING METROPOLITAN SQUARE2 JLN PJU 8/1 BDR DAMANSARA PERDANA47820 PETALING JAYA SEL MALAYSIA:57A:XXXXXXXXXXX:59:/XXXXXXXXXXXGREATLAND COMPANY PTE LTD16 RAFFLES QUAY B 149 HONGLEONG BUILDING SINGAPORE048581:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|27/06/2016 15:31|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:36:1,8002:50K:/XXXXXXXXXXXBALLOCH HAJIJAHAPT BLOCK 693, HOUGANG STREET 61 01530693, SINGAPORE:57D:POSBANKSINGAPORE:59:/XXXXXXXXXXXMRS HAJIJAH BALLOCH88 COLLEGE ROADMARGATEKENT:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|43030|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Euzkadi Ta Askatasuna2/53300 COUESNES VAUCE3/FR/France:59:/XXXXXXXXXXXJSC Siriuskhayyam streetIran:71A:XXX-}
Blocked|100|42349|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXYoussef M. Nada & Co. Gesellschaft M.B.H.Gullbergs Strandgata 15 SE-411 04Sweden:59:/XXXXXXXXXXX1/Korea Ferrous Metals Exporting & I1/mporting Corp.3/SY/Syria:71A:XXX-}
Blocked|100|14/07/2016 19:26|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMSK REACTOR SDN BHDW505 WEST WING METROPOLITAN SQUARE2 JLN PJU 8/1 BDR DAMANSARA PERDANA47820 PETALING JAYA SEL MALAYSIA:57A:XXXXXXXXXXX:59:/XXXXXXXXXXXGREATLAND COMPANY PTE LTD16 RAFFLES QUAY B 149 HONGLEONG BUILDING SINGAPORE048581:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|42992|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXHelford Directors LimitedStudio 103, The Business Centre, 61 Wellfield Road, RoathUnited Kingdom:59:/XXXXXXXXXXXSyrian Military IntelligenceEdgecombe Hall Pond, London SW19 6SHUnited Kingdom:71A:XXX-}
Blocked|100|28/02/2014 16:26|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXCAVEAU INVESTMENTS PTE LTD16 ARUMUGAM ROADLION BUILDING D 04-02C SINGAPORE 409961:57A:XXXXXXXXXXX:59:/XXXXXXXXXXXKARIMUN GRANITE (SINGAPORE) PTE LTD...:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|42878|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Jammu And Kashmir Islamic Front2/10-A, Orchard Ave, Hiranandani Gardens3/IN/INDIA:59:/XXXXXXXXXXXPetro Energy Intertrade Company42 Protaras Road, Protaras 5296Cyprus:71A:XXX-}
Blocked|100|41785|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Ya Mahdi Industries Group2/Vladimirsky prospect, 23, liter A3/RU/Russia:59:/XXXXXXXXXXX1/Apama2/Tehran Province, Tehran, District 3, Seoul St3/IR/Iran:71A:XXX-}
Blocked|100|42794|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Central Bank of Syria2/6625 BlueWater Road NW3/SY/Syria:59:/XXXXXXXXXXXTadbir Construction Development CompanyGhorob kish stIran:71A:XXX-}
Blocked|100|25/01/2016 9:05|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:50K:/XXXXXXXXXXX               ZHANG JUN JUN                      LUOSI ROAD NO.77 LINYI             CHINA                              ID NO.371311198602023127:52A:XXXXXXXXXXX:59:/XXXXXXXXXXXLIN SHIXIN                         DBS ASIA CENTRAL MBFC TOWER312MARINA BOULEVARD SINGAPORE:71A:XXX:71F:SGD8,00-}
Blocked|100|20/07/2015 14:18|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMR TOH CHEE HUI LOT 1812   1813,BKT BELIMBING JALAN BALAKONG,SERIKEMBANGAN SELANGOR MALAYSIA 43300:52A:XXXXXXXXXXX:59:/XXXXXXXXXXXNG KOK HWA:71A:XXX:72:XXXXXXX-}
Blocked|100|42904|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Ramak2/Ghorob kish st3/IR/Iran:59:/XXXXXXXXXXX1/Khavarmianeh Bank2/Hamhung, South Hamgyong3/KP/North Korea:71A:XXX-}
Blocked|100|42280|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXNational Council Of Resistance - NCR38 Mohie El Din Abou El Ezz StreetEgypt:59:/XXXXXXXXXXX1/Young Mosques2/Kunaeva str. 29/1, Diplomat business center3/RU/Russia:71A:XXX-}
Blocked|100|41793|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXJaish-I-Mohammed13 West Chang An Street, 100804, BEIJINGCHINA:59:/XXXXXXXXXXX1/Cham Wings Airlines2/Vladimirsky prospect, 23, liter A3/RU/Russia:71A:XXX-}
Blocked|100|42718|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Bank VTB 24 Public Joint Stock Com1/pany3/RU/Russia:59:/XXXXXXXXXXXYK-ATC1133 South Cavalier DriveSyria:71A:XXX-}
Blocked|100|42871|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMakhtab Al-Khidamat/Al Kifahkhayyam streetIran:59:/XXXXXXXXXXXGeneral Petroleum CorporationTokyo Central Post Office, 5-3, Yaesu 1-Chome, Chuo-ku, TokyoJAPAN:71A:XXX-}
Blocked|100|26/05/2014 13:48|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMOHAMED ANWARDEEN S/O MOHAMED ALI134 BEDOK RESERVOIR ROAD09-1225SINGAPORE 470134000:59:/XXXXXXXXXXXmohamed anwardeen so mohamed ali:71A:XXX-}
Blocked|100|42716.65347|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMR MOHAMAD AFIQ BIN ISHAKNO 82 JALAN NENAS 28 TAMAN KOTA MASAI 81700 PASIR GUDANG JOHOR:59:/XXXXXXXXXXXYAN ZHIQIANGNRIC NO.S2738858B:71A:XXX-}
Blocked|90|26/05/2014 13:44|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXCLARITY OSS (SINGAPORE) PTE LTDLEVEL 3, 15 BLUE STREET, NORTHSYDNEY, NSW 2060 SYDNEY, AUSTRALIA:52A:XXXXXXXXXXX:59:/XXXXXXXXXXXMUKESH KAPUR:70:XXXXXXXXXXXDIEM 162.77:71A:XXX-}
Blocked|100|42311.94028|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXINN007813564239.KPP781301001PLANETA PLUS CO LTD197198,SANKT-PETERBURG G,ROPSHINSKAJA UL,1/32,LITERA,POM.10N:52D:/30302840200000031250SEVERO-ZAPADNY BRANCH OF ROSBANKST.PETERBURG RUSSIA:59:/XXXXXXXXXXXDIXENTO LIMITED, 06-01, THE OCTAGON 105 CECIL STREET, SINGAPORE 069534:70:XXXXXXXXXXX 13/01 DD 20/12/2013BNY CUST RRN - F1S1503116971500:71A:XXX:72:XXXXXXX-}
Blocked|90|27/02/2015 10:41|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:50K:/XXXXXXXXXXX WORKFORCE MOBILITY 1625 ROUTE 10 EAST MORRIS PLAINS, NJ 07950 US:52A:XXXXXXXXXXX:59:/XXXXXXXXXXXJON AKI LEIFSSONBACHWEID 4BAAR 6340 SG:70:XXXXXXXXXXX/RFB/152QD2519OXL1434:71A:XXX-}
Blocked|100|14/07/2016 20:23|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMSK REACTOR SDN BHDW505 WEST WING METROPOLITAN SQUARENO 2 JALAN PJU 8/147820 PETALING JAYA MALAYSIA:57A:XXXXXXXXXXX:59:/XXXXXXXXXXXGREATLAND COMPANY PTE LTD16 RAFFLES QUAY B 149 HONG LEONGBLDG SINGAPORE 048581:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|42380.71806|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXVINTEL EXPORTS (S) PTE. LTD.101 CECIL STREETTONG ENG BUILDING 23-11  SINGAPORE 069533:59:/XXXXXXXXXXXNOBLE SKY COMPANY LIMITED..:70:XXXXXXXXXXX:71A:XXX:72:XXXXXXX//YOUR ACCOUNT WITH US-}
Blocked|100|41657|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXThe Humanitarian Relief Committee Doctors' SyndicateLe Méridien Dubai Hotel & Conference Centre,Near Sukhothai - DubaiUnited Arab Emirates:59:/XXXXXXXXXXXThe Organization Of Defensive Innovation And ResearchYazd Province, Yazd, Sar-e Do Rah, Cross Road، FarhangianIran:71A:XXX-}
Blocked|100|42713.01111|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXRNCORUMMOLIVERIO ABRIL CORTEZ:52D:ICBC TAIPEI:57A:XXXXXXXXXXX:59:/XXXXXXXXXXXGLOBAL POST PTE LTDBLOCK 2, BAR  PLACE:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|41661|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXAdvanced Electronics Development, LtdDepartment 98, 44-46 Morningside Road, EdinburghUnited Kingdom:59:/XXXXXXXXXXX1/Alrosa Airlines2/22th Bahman, Kermanshah, Kermanshah Province3/IR/Iran:71A:XXX-}
Blocked|100|42533|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Shahbaz TV Center2/G Floor,Torch Tower, Dubai Marina - Dubai3/AE/United Arab Emirates:59:/XXXXXXXXXXX1/EX-350112/Tehran Province, Tehran, District 3, Seoul St3/IR/Iran:71A:XXX-}
Blocked|100|25/03/2015 23:08|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:50K:/XXXXXXXXXXXWHG (INTERNATIONAL) LTD CLIENTS NO3 ACCOUNT WILLIAM HILL ONLINE 6/1 WATERPORT PLACE GIBRALTAR:53A:XXXXXXXXXXX:54A:XXXXXXXXXXX:59:/XXXXXXXXXXXNG BEE SANBLOCK 686, HOUGANG STREET 61, 06176530686SINGAPORE:71A:XXX-}
Blocked|87|27/06/2016 15:51|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMOHAMED MUSTAFA AND SAMSUDDIN COPTE LTDBLK 668 CHANDER ROAD 02-18 SINGAPORE 210668:57A:XXXXXXXXXXX:59:/XXXXXXXXXXX 0006 2000 3040 0009 0871 12ANL GIDA SAN.VE TIC. LTD. STI..:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|42491|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Al Rashid Trust2/Department 98, 44-46 Morningside Road, Edinburgh3/UK/United Kingdom:59:/XXXXXXXXXXXInternational Public Association of the National Socialist Organisation (NSO, NS)Vladimirsky prospect, 23, liter ARussia:71A:XXX-}
Blocked|100|42280|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Baraka Trading Company2/Lindhagensgatan 116 SE-112 51 Stockholm3/SE/Sweden:59:/XXXXXXXXXXXSupreme Military Madzhlisul Shura of the United Force of Caucasian Mujahideens1133 South Cavalier DriveSyria:71A:XXX-}
Blocked|87|29/02/2016 16:18|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXMOHAMED MUSTAFA AND SAMSUDDIN COPTE LTDBLK 668 CHANDER ROAD 02-18 SINGAPORE 210668:57A:XXXXXXXXXXX:59:/XXXXXXXXXXX 0020 3000 2400 0002 1403 96AYDIN TEKSTIL TICARET VE PAZARLAMAA.S..:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|20/01/2015 15:03|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50K:/XXXXXXXXXXXPRIME CLASS INVESTMENTS LIMITED  ID X1525652:53A:XXXXXXXXXXX:54A:XXXXXXXXXXX:57A:XXXXXXXXXXX:59:/XXXXXXXXXXX NO :107011ARTUNO ENTERPRISES LIMITED:70:XXXXXXXXXXX:71A:XXX-}
Blocked|100|41676|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:50F:XXXXXXXXXXX1/Ethiopia2/Lobby Level, Four Points by Sheraton Downtown Dubai, Mankhool Road3/AE/United Arab Emirates:59:/XXXXXXXXXXX1/EP-MNU2/Mazandaran Province3/IR/Iran:71A:XXX-}
Blocked|100|15/12/2016 19:01|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:50K:/XXXXXXXXXXXNATIONAL IRANIAN OIL COMPANYTALEGHANI ST,NEXT TO HAFEZ ST-NATIONAL IRANIAN OILCOMPANY CENTRAL OFFICE.:52A:XXXXXXXXXXX:53A:XXXXXXXXXXXBPCPCHGGXXX:59:/XXXXXXXXXXXSIRUS SYSTEM AND ENGINEERINGSOLUTIONS PTE.LTDNO.202 BEDOK SOUTH AVENUE1,01-21BLOCK C,SINGAPORE 469332:70:XXXXXXXXXXX0169(R)DATE:13.07.2016 DESCRIPTION:TELECOMMUNICATION EQUIPMENT:71A:XXX:71F:EUR984,94-}
Blocked|100|28/12/2016 18:27|{1:F01DBSSSGSGXXXXX0000000000}{2:I103DBSSSGSGXXXXN}{4::20:XXXXXXXXXXX:23B:CRED:32A:180622SGD500,:33B:SGD500:50K:/XXXXXXXXXXXCROUSE(P.J.S)CO.NO.253,11TH KM KARAJ MAKHSOOS RD.TEHRAN,13998-13411,IRANTEL.+982144908141 FAX+982144908148:52A:XXXXXXXXXXX:53A:XXXXXXXXXXXBPCPCHGGXXX:59:/XXXXXXXXXXXMC AUTOMOTIVE PTE LTD10ANSON ROAD 33-04A,SINGAPORE079903 COMPANY REGISTRATION NO.201016865G:70:XXXXXXXXXXXP/I NO.:PI-30NOV16-01CB NO.31968944:71A:XXX:71F:EUR37,2-}
